,Ticker,Price
102,CET.TO,0.11999999731779099
103,CEU.TO,1.0700000524520874
104,CF.TO,4.630000114440918
105,CFF.TO,0.5099999904632568
106,CFW.TO,0.2750000059604645
107,CFX.TO,6.119999885559082
108,CG.TO,9.760000228881836
109,CGG.TO,0.7300000190734863
110,CGT.TO,0.12999999523162842
111,CHE.DB.B.TO,0.0
112,CHNA.B.TO,0.0
113,CHP.UN.TO,0.0
114,CHR.TO,3.2300000190734863
115,CHW.TO,3.990000009536743
116,CIQ.UN.TO,0.0
117,CIU.PR.A.TO,0.0
118,CJ.TO,0.5099999904632568
119,CJR.B.TO,0.0
120,CKE.TO,0.05999999865889549
121,CKI.TO,5.860000133514404
122,CLIQ.TO,2.384999990463257
123,CLS.TO,6.070000171661377
124,CMG.TO,4.550000190734863
125,CNE.TO,3.640000104904175
126,COP.TO,0.05000000074505806
127,CORV.TO,0.550000011920929
128,CPG.TO,1.4199999570846558
129,CPH.TO,0.7300000190734863
130,CPI.TO,0.4699999988079071
131,CQE.TO,0.14000000059604645
132,CR.TO,0.22499999403953552
133,CRDL.TO,2.5
134,CRH.TO,2.799999952316284
135,CRON.TO,8.029999732971191
136,CRP.TO,3.180000066757202
137,CRR.UN.TO,0.0
138,CRT.UN.TO,0.0
139,CRWN.TO,5.0
140,CS.TO,0.4950000047683716
141,CSE.PR.A.TO,0.0
142,CSH.UN.TO,0.0
143,CSM.TO,0.029999999329447746
144,CSW.A.TO,0.0
145,CTF.UN.TO,0.0
146,CTX.TO,0.49000000953674316
147,CUF.UN.TO,0.0
148,CUP.U.TO,0.0
149,CVE.TO,3.690000057220459
150,CWEB.TO,5.78000020980835
151,CWL.TO,0.7200000286102295
152,CWX.TO,3.680000066757202
153,CXB.TO,0.8399999737739563
154,D.UN.TO,0.0
155,DBO.TO,0.03500000014901161
156,DC.A.TO,0.0
157,DCM.TO,0.17000000178813934
158,DEE.TO,0.3700000047683716
159,DF.TO,3.1600000858306885
160,DFN.TO,5.360000133514404
161,DGS.TO,3.2799999713897705
162,DII.A.TO,0.0
163,DIR.UN.TO,0.0
164,DIV.TO,1.7100000381469727
165,DML.TO,0.38999998569488525
166,DN.TO,0.5
167,DNG.TO,1.5499999523162842
168,DNT.TO,0.029999999329447746
169,DPM.TO,6.070000171661377
170,DRA.UN.TO,0.0
171,DRM.TO,9.050000190734863
172,DRT.TO,1.399999976158142
173,DRX.TO,0.8700000047683716
174,DS.TO,5.869999885559082
175,DXI.TO,0.014999999664723873
176,DXZ.TO,7.400000095367432
177,E.TO,0.15000000596046448
178,ECF.UN.TO,0.0
179,ECN.TO,3.700000047683716
180,ECO.TO,1.899999976158142
181,EDR.TO,2.2799999713897705
182,EDT.TO,0.5199999809265137
183,EF.UN.TO,0.0
184,EFH.TO,5.784999847412109
185,EFL.TO,0.20499999821186066
186,EFN.TO,9.039999961853027
187,EFR.TO,1.809999942779541
188,EFX.TO,5.849999904632568
189,EGLX.TO,1.6299999952316284
190,EIT.PR.A.TO,0.0
191,ELEF.TO,0.17000000178813934
192,EML.PR.A.TO,0.0
193,EMP.A.TO,0.0
194,EMV.B.TO,0.0
195,ENI.UN.TO,0.0
196,ENT.TO,0.029999999329447746
197,EOX.TO,0.019999999552965164
198,ER.TO,0.08500000089406967
199,ESI.TO,0.6399999856948853
200,ESM.TO,0.25
201,ESN.TO,0.1550000011920929
202,ETG.TO,0.30000001192092896
203,EXE.TO,6.300000190734863
204,EXF.TO,3.809999942779541
205,EXN.TO,0.6100000143051147
206,FAF.TO,0.5600000023841858
207,FAH.U.TO,0.0
208,FAO.TO,8.100000381469727
209,FCR.IR.TO,0.0
210,FCU.TO,0.1899999976158142
211,FDE.TO,0.0
212,FEBB.F.TO,0.0
213,FF.TO,0.23999999463558197
214,FFI.UN.TO,0.0
215,FFN.TO,4.949999809265137
216,FHC.TO,0.0
217,FHD.TO,0.0
218,FHE.TO,4.550000190734863
219,FHI.TO,9.869999885559082
220,FHM.TO,0.0
221,FHU.TO,0.0
222,FIH.U.TO,0.0
223,FIRE.TO,0.29499998688697815
224,FLI.TO,7.150000095367432
225,FLOT.TO,6.480000019073486
226,FLUI.TO,0.0
227,FM.TO,7.489999771118164
228,FOOD.TO,3.5299999713897705
229,FRII.TO,1.3200000524520874
230,FRL.UN.TO,0.0
231,FRU.TO,3.430000066757202
232,FRX.TO,9.0
233,FSB.TO,9.84000015258789
234,FSY.TO,0.15000000596046448
235,FSZ.TO,6.860000133514404
236,FTG.TO,2.140000104904175
237,FTN.TO,4.659999847412109
238,FTU.TO,0.0
239,FVI.TO,3.7200000286102295
240,FXC.TO,3.2300000190734863
241,GBT.TO,7.070000171661377
242,GCL.TO,0.2800000011920929
243,GCM.TO,5.590000152587891
244,GCT.TO,0.1899999976158142
245,GDC.TO,1.0399999618530273
246,GDG.UN.TO,0.0
247,GDL.TO,4.550000190734863
248,GDV.TO,8.210000038146973
249,GEC.UN.TO,0.0
250,GGA.TO,0.019999999552965164
251,GGD.TO,0.7300000190734863
252,GH.TO,4.739999771118164
253,GIB.A.TO,0.0
254,GMO.TO,0.0
255,GMP.TO,1.2200000286102295
256,GMX.TO,0.30000001192092896
257,GOLD.TO,1.4800000190734863
258,GRC.TO,0.07999999821186066
259,GRT.UN.TO,0.0
260,GSC.TO,3.7799999713897705
261,GSV.TO,0.8299999833106995
262,GTE.TO,0.4449999928474426
263,GTMS.TO,1.840000033378601
264,GUD.TO,6.96999979019165
265,GUY.TO,0.3499999940395355
266,GVC.TO,0.3400000035762787
267,GXE.TO,0.11999999731779099
268,HBF.TO,8.100000381469727
269,HBGD.TO,0.0
270,HBL.UN.TO,0.0
271,HBM.TO,3.130000114440918
272,HBP.TO,1.4600000381469727
273,HE.TO,0.014999999664723873
274,HEXO.TO,0.6700000166893005
275,HGI.UN.TO,0.0
276,HHL.TO,7.25
277,HIG.TO,8.5
278,HMM.A.TO,0.0
279,HMMJ.TO,5.989999771118164
280,HNL.TO,0.3449999988079071
281,HOM.U.TO,0.0
282,HOT.DB.U.TO,0.0
283,HPF.TO,2.180000066757202
284,HPS.A.TO,0.0
285,HR.UN.TO,0.0
286,HRR.UN.TO,0.0
287,HRT.TO,0.11999999731779099
288,HSE.TO,4.630000114440918
289,HSM.TO,0.3799999952316284
290,HUL.TO,7.300000190734863
291,HUT.TO,0.6499999761581421
292,HWO.TO,0.5699999928474426
293,HWX.TO,1.1200000047683716
294,HZM.TO,0.03999999910593033
295,IAF.PR.B.TO,0.0
296,IBG.TO,3.9000000953674316
297,ICE.TO,3.430000066757202
298,IDG.TO,2.200000047683716
299,IFA.TO,2.700000047683716
300,IIP.UN.TO,0.0
301,IMV.TO,2.3399999141693115
302,IN.TO,0.19499999284744263
303,INC.UN.TO,0.0
304,INF.UN.TO,0.0
305,INO.UN.TO,0.0
306,INV.TO,0.25999999046325684
307,IPCI.TO,0.1899999976158142
308,IPCO.TO,2.3399999141693115
309,IPLP.TO,4.690000057220459
310,IPO.TO,0.0949999988079071
311,IQD.TO,0.0
312,IRON.TO,0.07500000298023224
313,ITH.TO,0.6000000238418579
314,IVN.TO,2.7799999713897705
315,IVQ.TO,3.5199999809265137
316,JAG.TO,0.25999999046325684
317,JAPN.TO,0.0
318,JE.TO,0.6499999761581421
319,JFS.UN.TO,0.0
320,JOSE.TO,0.5699999928474426
321,JOY.TO,0.3499999940395355
322,K.TO,8.65999984741211
323,KAT.TO,0.07000000029802322
324,KEG.UN.TO,0.0
325,KEL.TO,1.1699999570846558
326,KER.TO,0.125
327,KLS.TO,0.7400000095367432
328,KMP.UN.TO,0.0
329,KOR.TO,1.7100000381469727
330,KRN.TO,0.16500000655651093
331,LABS.TO,1.7100000381469727
332,LAC.TO,4.170000076293945
333,LAM.TO,0.25999999046325684
334,LAS.A.TO,0.0
335,LBS.TO,4.5
336,LCS.TO,2.0799999237060547
337,LFE.TO,1.7599999904632568
338,LGD.TO,1.2100000381469727
339,LGO.TO,0.7400000095367432
340,LGT.A.TO,0.0
341,LN.TO,0.4099999964237213
342,LUC.TO,0.5299999713897705
343,LUG.TO,9.460000038146973
344,LXR.TO,0.20999999344348907
345,MAV.TO,1.850000023841858
346,MAX.TO,0.6100000143051147
347,MBA.TO,0.4399999976158142
348,MBK.UN.TO,0.0
349,MBX.TO,0.28999999165534973
350,MCB.TO,0.4000000059604645
351,MDC.UN.TO,0.0
352,MDF.TO,4.150000095367432
353,MDI.TO,3.5799999237060547
354,MDNA.TO,3.549999952316284
355,MDS.UN.TO,0.0
356,ME.TO,0.0949999988079071
357,MEG.TO,2.630000114440918
358,MEME.B.TO,0.0
359,MFR.UN.TO,0.0
360,MGA.TO,0.07999999821186066
361,MI.UN.TO,0.0
362,MID.UN.TO,0.0
363,MIN.TO,0.5799999833106995
364,MKZ.UN.TO,0.0
365,MLD.UN.TO,0.0
366,MMP.UN.TO,0.0
367,MMX.TO,5.96999979019165
368,MOGO.TO,1.3799999952316284
369,MPC.TO,3.640000104904175
370,MPVD.TO,0.3700000047683716
371,MR.DB.A.TO,0.0
372,MRD.TO,7.0
373,MRE.TO,7.800000190734863
374,MRG.DB.A.TO,0.0
375,MRT.DB.TO,0.0
376,MTL.TO,4.940000057220459
377,MUSC.TO,0.0
378,MUX.TO,1.2999999523162842
379,MXG.TO,1.7300000190734863
380,MYA.TO,1.2799999713897705
381,NB.TO,0.6399999856948853
382,NCF.TO,0.05000000074505806
383,NCP.TO,0.05000000074505806
384,NCU.TO,0.17499999701976776
385,NDM.TO,0.7799999713897705
386,NEO.TO,7.210000038146973
387,NEPT.TO,2.819999933242798
388,NEXA.TO,4.949999809265137
389,NEXT.TO,0.03999999910593033
390,NGD.TO,1.0
391,NHK.TO,1.649999976158142
392,NIF.UN.TO,0.0
393,NML.TO,0.03999999910593033
394,NOA.TO,7.010000228881836
395,NOVB.F.TO,0.0
396,NRI.TO,0.5600000023841858
397,NVA.TO,0.6700000166893005
398,NVCN.TO,2.6700000762939453
399,NVU.UN.TO,0.0
400,NWH.DB.E.TO,0.0
401,NXE.TO,1.190000057220459
402,NXF.TO,3.8550000190734863
403,NXJ.TO,0.47999998927116394
404,NZC.TO,0.054999999701976776
405,OBE.TO,0.2800000011920929
406,OGC.TO,1.8600000143051147
407,OGD.TO,0.44999998807907104
408,OGI.TO,2.509999990463257
409,OLA.TO,2.2899999618530273
410,OMI.TO,0.05000000074505806
411,ONC.TO,2.0399999618530273
412,OPS.TO,0.5600000023841858
413,ORL.TO,1.9199999570846558
414,ORV.TO,0.17000000178813934
415,OSK.TO,3.440000057220459
416,OSL.UN.TO,0.0
417,OSP.TO,0.5
418,OVV.TO,6.420000076293945
419,OXC.TO,0.10999999940395355
420,PAT.TO,0.7400000095367432
421,PATH.TO,2.890000104904175
422,PBY.UN.TO,0.0
423,PCD.UN.TO,0.0
424,PDV.TO,4.119999885559082
425,PEY.TO,1.850000023841858
426,PFH.F.TO,0.0
427,PGI.UN.TO,0.0
428,PHO.TO,0.949999988079071
429,PHX.TO,0.6700000166893005
430,PIC.A.TO,0.0
431,PL.TO,6.860000133514404
432,PLZ.DB.E.TO,0.0
433,PMB.UN.TO,0.0
434,PME.TO,1.9900000095367432
435,PMN.TO,0.13500000536441803
436,PMT.TO,0.06499999761581421
437,PMTS.TO,0.9800000190734863
438,PNC.A.TO,0.0
439,PNE.TO,0.10999999940395355
440,PNP.TO,1.0800000429153442
441,POM.TO,0.3199999928474426
442,PONY.TO,0.3149999976158142
443,POU.TO,1.3200000524520874
444,PPR.TO,0.019999999552965164
445,PRQ.TO,0.10000000149011612
446,PRV.UN.TO,0.0
447,PSD.TO,0.9900000095367432
448,PSI.TO,6.920000076293945
449,PSK.TO,8.970000267028809
450,PSLV.TO,7.960000038146973
451,PSU.U.TO,0.0
452,PTG.TO,1.4199999570846558
453,PTM.TO,2.0799999237060547
454,PVS.PR.D.TO,0.0
455,PWF.PR.A.TO,0.0
456,PXU.F.TO,0.0
457,PZA.TO,8.399999618530273
458,QBR.A.TO,0.0
459,QBTC.U.TO,0.0
460,QEC.TO,0.11999999731779099
461,QQC.F.TO,0.0
462,QSP.UN.TO,0.0
463,QTRH.TO,1.6299999952316284
464,RA.UN.TO,0.0
465,RAV.UN.TO,0.0
466,RAY.A.TO,0.0
467,RBN.UN.TO,0.0
468,RCI.A.TO,0.0
469,RCO.UN.TO,0.0
470,RDL.TO,0.75
471,REI.UN.TO,0.0
472,RET.TO,0.6100000143051147
473,RFP.TO,2.2899999618530273
474,RGRE.TO,0.0
475,RIB.UN.TO,0.0
476,RIE.TO,0.0
477,RIV.TO,0.7699999809265137
478,RME.TO,4.210000038146973
479,RNX.TO,0.4000000059604645
480,ROXG.TO,0.9700000286102295
481,RPI.UN.TO,0.0
482,RSI.TO,4.650000095367432
483,RTG.TO,0.04500000178813934
484,RUEH.TO,0.0
485,RVX.TO,0.9599999785423279
486,RXE.TO,0.0
487,S.TO,0.10499999672174454
488,SAM.TO,0.10499999672174454
489,SAU.TO,0.019999999552965164
490,SBB.TO,1.5499999523162842
491,SBC.TO,8.149999618530273
492,SBN.TO,2.190000057220459
493,SBT.TO,9.069999694824219
494,SCL.TO,2.2100000381469727
495,SCU.TO,0.8999999761581421
496,SCY.TO,0.05999999865889549
497,SDY.TO,2.049999952316284
498,SES.TO,1.4299999475479126
499,SEV.TO,0.019999999552965164
500,SFC.TO,6.449999809265137
501,SFD.TO,0.2800000011920929
502,SGQ.TO,0.0
503,SGY.TO,0.2549999952316284
504,SHLE.TO,0.11999999731779099
505,SII.TO,2.930000066757202
506,SIL.TO,8.59000015258789
507,SJR.B.TO,0.0
508,SLR.TO,0.2800000011920929
509,SMC.TO,0.03999999910593033
510,SMF.TO,3.549999952316284
511,SMT.TO,1.1200000047683716
512,SMU.UN.TO,0.0
513,SOP.TO,0.02500000037252903
514,SOT.DB.TO,0.0
515,SOX.TO,0.8199999928474426
516,SOY.TO,2.869999885559082
517,SPB.TO,9.029999732971191
518,SPG.TO,1.4299999475479126
519,SRHI.TO,0.2549999952316284
520,SRT.U.TO,0.0
521,SRU.UN.TO,0.0
522,SRV.UN.TO,0.0
523,SRX.TO,1.149999976158142
524,SSF.UN.TO,0.0
525,SSL.TO,9.050000190734863
526,STEP.TO,0.41999998688697815
527,STGO.TO,0.8500000238418579
528,STLC.TO,5.510000228881836
529,SVB.TO,0.08500000089406967
530,SVM.TO,5.679999828338623
531,SVR.TO,8.140000343322754
532,SW.TO,9.59000015258789
533,SWH.TO,0.0
534,SWP.TO,2.5899999141693115
535,SXI.TO,0.0
536,SXP.TO,1.5499999523162842
537,SZLS.TO,0.054999999701976776
538,TA.TO,7.860000133514404
539,TAO.TO,0.3799999952316284
540,TBL.TO,0.8999999761581421
541,TCL.A.TO,0.0
542,TCN.TO,7.630000114440918
543,TCT.UN.TO,0.0
544,TCW.TO,0.49000000953674316
545,TECK.A.TO,0.0
546,TEV.TO,3.1600000858306885
547,TF.TO,7.619999885559082
548,TGO.TO,5.880000114440918
549,TGOD.TO,0.27000001072883606
550,TGZ.TO,9.600000381469727
551,TH.TO,2.5199999809265137
552,TKO.TO,0.4050000011920929
553,TLG.TO,0.800000011920929
554,TLO.TO,0.0949999988079071
555,TMD.TO,0.28999999165534973
556,TML.TO,0.25
557,TMQ.TO,2.130000114440918
558,TMR.TO,1.090000033378601
559,TNP.TO,0.25999999046325684
560,TNT.UN.TO,0.0
561,TOG.TO,0.9300000071525574
562,TOT.TO,1.809999942779541
563,TPX.A.TO,0.0
564,TRIL.TO,6.159999847412109
565,TRL.TO,1.350000023841858
566,TRQ.TO,0.6800000071525574
567,TRZ.TO,8.850000381469727
568,TS.B.TO,0.0
569,TSL.TO,1.600000023841858
570,TUT.UN.TO,0.0
571,TVA.B.TO,0.0
572,TVE.TO,0.5899999737739563
573,TWC.TO,8.399999618530273
574,TWM.TO,0.5699999928474426
575,TXP.TO,0.49000000953674316
576,TXT.PR.A.TO,0.0
577,UDA.TO,0.0
578,ULV.C.TO,0.0
579,UNI.TO,1.8600000143051147
580,UNS.TO,5.449999809265137
581,UR.TO,0.07500000298023224
582,URB.TO,2.0999999046325684
583,URE.TO,0.6600000262260437
584,USF.UN.TO,0.0
585,UTE.UN.TO,0.0
586,VB.TO,5.519999980926514
587,VCM.TO,9.109999656677246
588,VET.TO,6.25
589,VFF.TO,3.950000047683716
590,VGCX.TO,8.050000190734863
591,VGZ.TO,0.8600000143051147
592,VII.TO,2.369999885559082
593,VIVO.TO,0.20000000298023224
594,VLE.TO,0.29499998688697815
595,VLN.TO,5.190000057220459
596,VMD.TO,8.40999984741211
597,VNP.TO,1.4500000476837158
598,W.PR.K.TO,0.0
599,WBR.TO,3.0
600,WCM.A.TO,0.0
601,WCP.TO,1.4900000095367432
602,WDO.TO,9.739999771118164
603,WEF.TO,0.6800000071525574
604,WELL.TO,1.6699999570846558
605,WFS.TO,1.7400000095367432
606,WILD.TO,0.8399999737739563
607,WIR.U.TO,0.0
608,WJX.TO,6.800000190734863
609,WLLW.TO,0.4650000035762787
610,WPRT.TO,1.1050000190734863
611,WRG.TO,0.26499998569488525
612,WRX.TO,0.18000000715255737
613,XAM.TO,0.029999999329447746
614,XAU.TO,2.6500000953674316
615,XCT.TO,0.3799999952316284
616,XMF.A.TO,0.0
617,XTD.TO,2.6500000953674316
618,XTG.TO,0.4925000071525574
619,XXM.TO,6.639999866485596
620,Y.TO,7.489999771118164
621,YCM.TO,0.0
622,YGR.TO,0.46000000834465027
623,YPG.DB.TO,0.0
624,YRB.TO,0.03999999910593033
625,YRI.TO,5.769999980926514
626,ZAR.TO,0.07500000298023224
627,ZENA.TO,0.07000000029802322
628,ZMID.TO,0.0
629,ZUS.U.TO,0.0
